,acc.date,type,reg,operator,fat,location,dmg
914,3 Nov 2019,Boeing 787-8 Dreamliner,N796AV,Avianca,0,near Barcelona,non
915,5 Nov 2019,Learjet 35A,XA-VBD,USMX AirLink,0,San Jose Cabo-Los Cabos Airport (SJD),sub
916,11 Nov 2019,Boeing 747-428ERF,TC-ACR,ACT Airlines,0,Istanbul-Atatürk Airport (ISL/LTBA),non
917,11 Nov 2019,British Aerospace BAe-125-700A,(N237DX),private,0,Petén,w/o
918,11 Nov 2019,Embraer EMB-145LR (ERJ-145LR),N619AE,"American Eagle, opb Envoy Air",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
919,14 Nov 2019,Cessna 550 Citation II,PT-LTJ,José João Abdalla Filho,5,"Maraú-Barra Grande Airport, BA (SIRI)",w/o
920,15 Nov 2019,Cessna 560 Citation Encore,N777HW,ETG Aviation LLC,0,"San Antonio International Airport, TX (SAT)",sub
921,15 Nov 2019,Cessna 525B CitationJet CJ3,N973CG,Pilot Point Consultancy LLC,0,"San Antonio International Airport, TX (SAT)",sub
922,16 Nov 2019,Bombardier CRJ-900,,,0,Düsseldorf International Airport (DUS/EDDL),sub
923,16 Nov 2019,Airbus A330-243,V5-ANO,Air Namibia,0,Frankfurt International Airport (FRA/EDDF),min
924,16 Nov 2019,Boeing 777-3B5ER,HL7204,Korean Air,0,Frankfurt International Airport (FRA/EDDF),sub
925,21 Nov 2019,Boeing 737-8F2 (WL),TC-JGZ,THY Turkish Airlines,0,Odessa-Central Airport (ODS),sub
926,21 Nov 2019,Gulfstream G150,TC-AEH,Tahe Havacilik,0,Odessa-Central Airport (ODS),sub
927,22 Nov 2019,Boeing 737-401,YV3012,Avior Airlines,0,Bogotá-Eldorado Airport (BOG/SKBO),sub
928,23 Nov 2019,Boeing 737-800,,,0,Nürnberg Airport (NUE/EDDN),non
929,23 Nov 2019,Beechcraft B200 King Air,(XB-PYB),private,0,Saint-Jean du Sud,w/o
930,24 Nov 2019,Dornier 228-201,9S-GNH,Busy Bee Congo,21+6,1 km S of Goma Airport (GOM),w/o
931,25 Nov 2019,de Havilland Canada DHC-8-311 Dash 8,9J-PZB,Proflight Air Services,0,near Lusaka,sub
932,25 Nov 2019,McDonnell Douglas MD-88,N975DL,Delta Air Lines,0,Atlanta Hartsfield - Jackson (ATL / KATL),sub
933,26 Nov 2019,Cessna 208B Grand Caravan,,Tropicair,0,Gasmata,non
934,1 Dec 2019,British Aerospace BAe-125-700A,N949CL,private,0,"near El Picudo, San Andrés",w/o
935,1 Dec 2019,Beechcraft B99 Airliner,C6-FER,Flamingo Air Charter,0,Black Point Airstrip (MYEB),sub
936,2 Dec 2019,British Aerospace BAe-125-700A,false reg.,private,0,near San Andrés Villa Seca,w/o
937,3 Dec 2019,British Aerospace BAe-125-800A,N469RJ,Business Jet Managers Inc,0,"Detroit-Coleman A. Young International Airport, MI (DET)",sub
938,3 Dec 2019,Basler BT-67 Turbo 67 (DC-3T),C-FKAL,North Star Air,0,"0,5 km SW of Sachigo Lake Airport, ON (ZPB)",sub
939,4 Dec 2019,Beechcraft 200 Super King Air,,private,2,"Sayaxché, Petén",w/o
940,6 Dec 2019,British Aerospace BAe-125-800A,(N293WB),private,0,"0,4 km NW of Chan Chen, Corozal",w/o
941,9 Dec 2019,Lockheed C-130H Hercules,990,Fuerza Aérea de Chile,38,520 km NW off King George Island,w/o
942,9 Dec 2019,Cessna 208B Super Cargomaster,N4602B,Martinaire,1,"ca 11 km NE of Victoria Regional Airport, TX (VCT)",w/o
943,10 Dec 2019,de Havilland Canada DHC-8-402Q Dash 8,ET-AQC,Ethiopian Airlines,0,Juba Airport (JUB),sub
944,15 Dec 2019,Airbus A330-202,VH-EBC,Qantas,0,"69 km south east Bathurst, NSW",non
945,15 Dec 2019,Embraer EMB-145LR,N648AE,"Piedmont Airlines, opf American Eagle",0,"Philadelphia, Pennsylvania",non
946,15 Dec 2019,Grumman American G-1159 Gulfstream IISP,(XB-BZH),private,0,Quiché,w/o
947,16 Dec 2019,Embraer ERJ-140LR,N805AE,"Envoy Air, opf American Eagle",0,"Alexandria, Louisiana",non
948,16 Dec 2019,Airbus A330-243,EC-LQO,Air Europa,0,near Madrid-Barajas Adolfo Suárez Airport (MAD/LEMD),non
949,16 Dec 2019,Beechcraft 200 Super King Air,,private,0,Sarteneja airstrip,w/o
950,17 Dec 2019,Beechcraft B300 King Air 350,N160RW,Ritch Air LLC,0,"Visalia Airport, CA (VIS)",sub
951,18 Dec 2019,Embraer ERJ-190AR,N959UW,American Airlines,0,"Disputanta, Virginia",non
952,18 Dec 2019,Beechcraft 200 Super King Air,N72MM,WL Aviation LLC,0,"Fresno Yosemite International Airport, CA (FAT)",sub
953,18 Dec 2019,Cessna 525A CitationJet CJ2,C-GOJG,C-GHGR Holdings,0,"near Scottsbluff, NE",sub
954,18 Dec 2019,Beechcraft 200 Super King Air,,private,0,"El Chico, Retalhuleu",w/o
955,19 Dec 2019,Boeing 737-924ER (WL),N68802,United Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",non
956,19 Dec 2019,Beechcraft A100 King Air,YV1104,Representaciones Aero3,9,near Charallave-Óscar Machado Zuloaga Airport,w/o
957,21 Dec 2019,Boeing 737-7BD (WL),N7739A,Southwest Airlines,0,"near Kansas City International Airport, MO (MCI)",sub
958,22 Dec 2019,Boeing 737-824 (WL),N87513,United Airlines,0,"Denver International Airport, CO (DEN/KDEN)",sub
959,24 Dec 2019,Cessna 208B Grand Caravan,XA-TWN,Calafia Airlines,2,near Tastiota,w/o
960,25 Dec 2019,Airbus A320-232 (WL),B-50001,Tigerair Taiwan,0,100 km NNE of Miyazaki Airport,non
961,27 Dec 2019,Cirrus SF50 Vision Jet,N52CV,private,0,"Santa Monica Airport, CA (SMO)",sub
962,27 Dec 2019,Fokker 100,UP-F1007,Bek Air,12,near Almaty Airport (ALA),w/o
963,28 Dec 2019,Let L-410UVP-E,9S-GDX,Air Fast Congo,0,Kamina Airport (KMN),sub
964,29 Dec 2019,Cessna 560XL Citation XLS,LV-FQD,Sunny Sky,0,"6 km from Otamendi, BA",sub
965,1 Jan 2018,Airbus A319-111,G-EZII,Easyjet,0,80 nm NE of Barcelona Airport (LEBL),non
966,3 Jan 2018,Airbus A319-131,G-DBCA,British Airways,0,near Verona Villafranca,non
967,4 Jan 2018,Gulfstream G150,OE-GKA,Private Airlines Germany,0+1,Kittilä Airport (KTT),sub
968,5 Jan 2018,Boeing 737-8FH (WL),C-FPRP,Sunwing Airlines,0,"Toronto-Pearson International Airport, ON (YYZ)",sub
969,5 Jan 2018,Boeing 737-8CT (WL),C-FDMB,WestJet,0,"Toronto–Lester B. Pearson International Airport, Ontario (YYZ)",sub
970,6 Jan 2018,Boeing 777-369ER,9K-AOC,Kuwait Airways,0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",sub
971,6 Jan 2018,Antonov An-2TP,YV1944,Unknown,0,La Paragua Airport,w/o
972,7 Jan 2018,Cessna 208B Grand Caravan,5Y-FDC,Unknown,0+1,Akobo Airport (HSAK),w/o
973,9 Jan 2018,Embraer EMB-110P1 Bandeirante,C6-MIC,Pineapple Air,0,Governor's Harbour Airport (GHB),sub
974,10 Jan 2018,de Havilland Canada DHC-8-402Q Dash 8,SP-EQG,LOT Polskie Linie Lotnicze,0,Warszawa-Frédéric Chopin Airport (WAW/EPWA),sub
975,10 Jan 2018,Gulfstream G200,RP-C280,Air Taxi PH,0,Legazpi-Bicol International Airport (LGP),sub
976,10 Jan 2018,Fairchild SA227-AT Merlin IVC,N561UP,Ameriflight,0,"Rock Springs-Sweetwater County Airport, WY (RKS)",sub
977,13 Jan 2018,Boeing 737-82R (WL),TC-CPF,Pegasus Airlines,0,Trabzon Airport (TZX),sub
978,15 Jan 2018,Airbus A319-111,5A-ONC,Afriqiyah Airways,0,Tripoli-Mitiga International Airport (MJI),sub
979,16 Jan 2018,Antonov An-2,,Kazakhstan Air Defence Force,0,near Zhetygen Air Base,w/o
980,16 Jan 2018,British Aerospace BAe-748-347 Srs. 2A,S2-AAX,Bismillah Airlines,0,Jessore Airport (JSR),sub
981,17 Jan 2018,Embraer ERJ-190AR,5H-FJI,Fastjet,0+1,"Mwanza International Airport (HTMW), Mwanza",non
982,17 Jan 2018,IPTN/CASA CN-235M-100,98-148,Türk Hava Kuvvetleri (Turkish Air Force),3,"Hodulluca Mevkii, Yalvaç district",w/o
983,18 Jan 2018,Convair CV-580F,XA-TRB,Air Tribe,0,"Brownsville-South Padre Island International Airport, TX (BRO)",sub
984,20 Jan 2018,Let L-410UVP,UR-VTV,Galeyr Airline,0,Mogadishu Aden Adde International Airport (MGQ),sub
985,20 Jan 2018,Embraer EMB-120ER Brasilia,5Y-CEI,"Delegation of the EU to Somalia, lsf AirTraffic Africa",0,Mogadishu Aden Adde International Airport (MGQ),unk
986,25 Jan 2018,Airbus A320,,Unknown,0,Berlin-Schönefeld Airport (SXF/EDDB),sub
987,25 Jan 2018,Gulfstream G200,5N-BTF,Nestoil,0,Abuja-Nnamdi Azikiwe International Airport (ABV/DNAA),sub
988,29 Jan 2018,Shaanxi Y-8GX-3,30513,People's Liberation Army - Air Force - PLAAF,12,"Zhengchang, Suiyang County, Guizhou Province",w/o
989,1 Feb 2018,Airbus A330-202,VH-...,Qantas,0,"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)",non
990,4 Feb 2018,Raytheon Beechjet 400A,N570TM,"Travel Management, Inc",0,"Cleveland-Burke Lakefront Airport, OH (BKL)",sub
991,10 Feb 2018,Boeing 737-8AS (WL),EI-EKI,Ryanair,0,Canaries airspace,non
992,11 Feb 2018,Antonov An-148-100B,RA-61704,Saratov Airlines,71,"near Stepanovskoye, Ramenskoye district",w/o
993,13 Feb 2018,Airbus A330-223,N858NW,Delta Air Lines,0,Lagos-Murtala Muhammed International Airport (LOS/DNMM),non
994,16 Feb 2018,Fokker 100,EP-FQF,Qeshm Air,0,Mashhad Airport (MHD),sub
995,18 Feb 2018,ATR 72-212,EP-ATS,Iran Aseman Airlines,66,15 km NE of Yasuj Airport (YES),w/o
996,20 Feb 2018,McDonnell Douglas MD-83,5N-SRI,Dana Air,0,Port Harcourt Airport (PHC),sub
997,21 Feb 2018,Cessna 208B Grand Caravan,G-BZAH,Army Parachute Association,0,Netheravon Airport (EGDN),min
998,23 Feb 2018,Beechcraft B100 King Air,C-GIAE,Island Express Air,0,"Abbotsford Airport, BC (YXX/CYXX)",sub
999,24 Feb 2018,Airbus A330-323,N817NW,Delta Air Lines,0,"Minneapolis, Minnesota",non
1000,26 Feb 2018,Beechcraft A100 King Air,C-GJXF,Strait Air,0,"Havre-Saint-Pierre Airport, QC (YGV)",sub
1001,28 Feb 2018,Airbus A320-214,ES-SAN,SmartLynx Airlines Estonia,0,Tallinn-Lennart Meri Airport (TLL),sub
1002,1 Mar 2018,Beechcraft 200 Super King Air,YV1909,Unknown,0,Charallave-Óscar Machado Zuloaga Airport (SVCS),sub
1003,4 Mar 2018,Boeing 737-322 (SF),9S-ASG,Serve Air,0,Lubumbashi International Airport (FBM),sub
1004,6 Mar 2018,Antonov An-26,RF-92955/52,Russian Air Force,39,"0,5 km from Latakia-Khmeimim Air Base (LTK)",w/o
1005,10 Mar 2018,Learjet 31,N500MP,N500MP LLC,0,"Mount Pleasant Municipal Airport, MI (KMOP)",sub
1006,11 Mar 2018,Bombardier CL-600-2B16 Challenger 604,TC-TRB,MC Aviation,11,130 km SW of Shahr-e Kurd,w/o
1007,12 Mar 2018,de Havilland Canada DHC-8-402Q Dash 8,S2-AGU,US-Bangla Airlines,51,Kathmandu-Tribhuvan Airport (KTM),w/o
1008,14 Mar 2018,Boeing 777-31HER,A6-EGU,Emirates,1,Entebbe Airport (EBB/HUEN),non
1009,15 Mar 2018,Cessna 208 Caravan I,VH-PGA,West Coast Air Services,0,"Talbot Bay, WA",w/o
1010,15 Mar 2018,Beechcraft B200 Super King Air,YV3284 ?,Unknown,0,"near Blue Creek, Orange Walk Town",w/o
1011,16 Mar 2018,Beechcraft C99 Commuter,N213AV,Ameriflight,0,"Hastings Airport, NE (HSI)",sub
1012,17 Mar 2018,Canadair CL-600-2B19 Regional Jet CRJ-200ER,C-FDJA,"Air Canada Express, opb Jazz Aviation",0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)",sub
1013,20 Mar 2018,de Havilland Canada DHC-6 Twin Otter 300,N716JP,Bald Mountain Air Services,0,"225 km N of Deadhorse, AK",sub
1014,21 Mar 2018,Gulfstream V,N90JE,Peyton Holdings LLC,0,"Miami, Florida",non
1015,22 Mar 2018,Airbus A320-232,VH-...,,0,"near Cairns, QLD",non
1016,23 Mar 2018,Boeing 737-8K5 (WL),OK-TVP,"SmartWings, opf Israir",0,Budapest Ferenc Liszt International Airport (BUD/LHBP),non
1017,26 Mar 2018,CASA C-212 Aviocar 200,N107BH,Bighorn Airways,0,"Sheridan Airport, WY (SHR)",sub
1018,26 Mar 2018,CASA C-212 Aviocar,N217BH,Bighorn Airways,0,"Sheridan Airport, WY (SHR)",unk
1019,27 Mar 2018,Airbus A319-111,G-EZMK,easyJet,0,Murcia-San Javier Airport (MJV),sub
1020,28 Mar 2018,Boeing 767-3Q8ER,4X-EAK,El Al Israel Airlines,0,Tel Aviv-Ben Gurion International Airport (TLV/LLBG),sub
1021,28 Mar 2018,Boeing 737-76J (WL),D-ABLB,Germania,0,Tel Aviv-Ben Gurion International Airport (TLV/LLBG),sub
1022,29 Mar 2018,Beechcraft 99 Airliner,N31TN,Lake Clark Air,0,"Pilot Point Airport, AK (PIP)",sub
1023,29 Mar 2018,ATR 42-500,XA-UAV,Aeromar,0,Mexico City-Benito Juárez International Airport (MEX),sub
1024,29 Mar 2018,ATR 72-600 (72-212A),XA-UYY,Aeromar,0,Mexico City-Benito Juárez International Airport (MEX),sub
1025,29 Mar 2018,Fairchild SA227-DC Metro 23,CP-2459,Línea Aérea Amaszonas,0,Riberalta-Capitán Av. Selin Zeitun Lopez Airport (RIB),sub
1026,30 Mar 2018,Antonov An-12BK,UR-KDM,Cavok Air,0,Gao Airport (GAQ),sub
1027,30 Mar 2018,Cessna 650 Citation III,N126MT,2M Leasing LLC,0,"Orlando-Central Florida Regional Airport, FL (SFB)",sub
1028,31 Mar 2018,Cessna 208B Grand Caravan,N9339B,Skydive the Ranch,0,"near Gardiner Airport, NY",sub
1029,2 Apr 2018,Cessna 525C Citation CJ4,N511AC,Avis Industrial Corporation,0+2,"Marion Municipal Airport, IN (MZZ)",sub
1030,4 Apr 2018,Dassault Falcon 2000EX,XA-CDT,Unknown,0,"Houston-William P. Hobby Airport, TX (HOU)",w/o
1031,4 Apr 2018,Learjet 60,N759SH,Henning Aviation LLC,0,"Houston-William P. Hobby Airport, TX (HOU)",w/o
1032,4 Apr 2018,Cessna 560XL Citation Excel,N900WL,MTC Enterprises LLC,0,"Houston-William P. Hobby Airport, TX (HOU)",w/o
1033,4 Apr 2018,Learjet 40XR,N626FX,Union Gas Air Ventures I LLC,0,"Houston-William P. Hobby Airport, TX (HOU)",w/o
1034,4 Apr 2018,Learjet 45XR,N618CW,ERG Holdings LLC,0,"Houston-William P. Hobby Airport, TX (HOU)",w/o
1035,5 Apr 2018,Antonov An-26,UP-AN607,Mega Aircompany,0,Wau Airport (WUU),unk
1036,9 Apr 2018,Beechcraft 200 Super King Air,LN-NOA,Airwing,0,Stavanger-Sola Airport (SVG),sub
1037,9 Apr 2018,Boeing 737-9B5,HL7725,Korean Air,0,Osaka-Kansai International Airport (KIX),sub
1038,11 Apr 2018,Cessna 208B Grand Caravan,N814GV,"Hageland Aviation Services, opf Ravn Connect",0,"3,2 km N of Atqasuk Airport, AK (ATK)",sub
1039,11 Apr 2018,Ilyushin Il-76TD,7T-WIV,Al Quwwat al-Jawwiya al-Jaza'eriya,257,near Boufarik Air Base,w/o
1040,12 Apr 2018,Cessna 208B Grand Caravan,5Y-SAV,Penial Air,0,"El Barde, Somalia - Wajir, Kenya",sub
1041,13 Apr 2018,Lockheed P-3C Orion,158567,United States Navy,0,"near Omaha, NE",w/o
1042,14 Apr 2018,Antonov An-74-200,EK-74036,Ayk Avia,0,Akola village,sub
1043,15 Apr 2018,Saab 340B,C-GTWK,Transwest Air,0,"Prince Albert Airport, SK (YPA)",sub
1044,15 Apr 2018,de Havilland Canada DHC-6 Twin Otter 100,C-FSCA,Transwest Air,0,"Prince Albert Airport, SK (YPA)",sub
1045,15 Apr 2018,Bombardier CL-600-2B16 Challenger 605,C-FXWT,Morningstar Partners Ltd.,0,"Winnipeg-James Armstrong Richardson International Airport, MB (YWG)",sub
1046,15 Apr 2018,Cessna 550 Citation Bravo,N4AT,Private,0,"Winnipeg-James Armstrong Richardson International Airport, MB (YWG)",sub
1047,15 Apr 2018,Cessna 525 CitationJet,N525P,private,1,"NW of Crozet, VA",w/o
1048,15 Apr 2018,Airbus A321-213,B-6555,Air China,0,Zhengzhou-Xinzheng International Airport (CGO),non
1049,16 Apr 2018,Cessna 525 CitationJet CJ1,D-ISWA,Herbert Waldmann Lichttechnik GmbH & Co. KG,0,Le Touquet Airport (LTQ),sub
1050,17 Apr 2018,de Havilland Canada DHC-8-402Q Dash 8,G-JECX,Flybe,0,Newquay-Cornwall Airport (NQY),sub
1051,17 Apr 2018,Boeing 737-7H4 (WL),N772SW,Southwest Airlines,1,"105 km NW of Philadelphia, PA",sub
1052,18 Apr 2018,Airbus A330-323,N806NW,Delta Air Lines,0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub
1053,20 Apr 2018,McDonnell Douglas MD-83,N807WA,World Atlantic Airlines,0,"Alexandria International Airport, LA (AEX)",sub
1054,23 Apr 2018,Antonov An-2R,HA-MBJ,SZEMP Air Kft.,0,Eperjes area,sub
1055,29 Apr 2018,Beechcraft 1900C,N172GA,Alpine Aviation,0,"Sioux Falls Regional Airport (Jo Foss Field), SD (FSD)",sub
1056,29 Apr 2018,Lockheed L-100-30 Hercules,111,Libyan Air Force,3,2 km from Sharara Airstrip,w/o
1057,29 Apr 2018,Boeing 737-8GP (WL),PK-LOO,Lion Air,0,Gorontalo-Jalaluddin Airport (GTO),sub
1058,30 Apr 2018,Boeing 737-8AS (WL),EI-GDZ,Ryanair,0,London-Stansted Airport (STN),sub
1059,1 May 2018,Boeing 767-332ER (WL),N172DN,Delta Air Lines,0,"New York-John F. Kennedy International Airport, NY (JFK)",min
1060,1 May 2018,Bombardier CRJ-900LR,N606LR,"Delta Connection, opb Endeavor Air",0,"New York-John F. Kennedy International Airport, NY (JFK)",sub
1061,2 May 2018,Boeing 737-8K5 (WL),OO-JAY,TUI fly Belgium,0,Marrakech-Menara Airport (RAK),sub
1062,2 May 2018,Beechcraft C99 Commuter,PNC0203,Servicio Aéreo de Policia,4,near Ibagué,w/o
1063,2 May 2018,Lockheed WC-130H Hercules,65-0968,United States Air Force - USAF,9,"ca 2 km NE of Savannah/Hilton Head International Airport, GA (SAV)",w/o
1064,3 May 2018,Dassault Falcon 900EX,ZS-DEX,Blueport Trade 121 (Pty) Ltd.,0,Johannesburg/Germiston-Rand Airport (QRA),sub
1065,4 May 2018,Cessna 525C Citation CJ4,EC-MOQ,Aluminios Cortizo,0,Santiago de Compostela Airport (SCQ),sub
1066,5 May 2018,Embraer KC-390,PT-ZNF,Embraer,0,"Gavião Peixoto-Embraer Unidade Airport, SP (SBGP)",sub
1067,7 May 2018,Boeing 737-8H4 (WL),N8655D,Southwest Airlines,0,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)",sub
1068,12 May 2018,Boeing 737-8BK (WL),P2-PXE,Air Niugini,0,Port Moresby-Jacksons International Airport (POM),sub
1069,12 May 2018,Lockheed L-100-30 Hercules,N403LC,"Lynden Air Cargo, opf PNG Air",0,Port Moresby-Jacksons International Airport (POM),sub
1070,13 May 2018,Cessna 208B Grand Caravan,G-KNYS,"Irish Parachute Club, lsf Parachuting Caravan Leasing",2,"4,6 km NW of Clonbullogue Aerodrome",w/o
1071,13 May 2018,Airbus A330-323,HL7792,Asiana Airlines,0,Istanbul-Atatürk International Airport (IST),sub
1072,13 May 2018,Airbus A321-231,TC-JMM,THY Turkish Airlines,0,Istanbul-Atatürk International Airport (IST),sub
1073,15 May 2018,Cessna 208B Grand Caravan,,private,2,near Tuzantán,w/o
1074,16 May 2018,Cessna 208B Grand Caravan,9N-AJU,Makalu Air,2,Bahun Khark,w/o
1075,18 May 2018,Boeing 737-201 Advanced,XA-UHZ,"Cubana de Aviación, lsf Global Air",112,1 km E of Havana-José Martí International Airport (HAV/MUHA),w/o
1076,20 May 2018,Gulfstream G200 Galaxy,B-8129,Star Jet,0,Yangzhou Taizhou International Airport (YTY),sub
1077,21 May 2018,Airbus A330-243,TC-OCH,"Saudi Arabian Airlines, lsf Onur Air",0,Jeddah-King Abdulaziz International Airport (JED),sub
1078,22 May 2018,Gulfstream G200 Galaxy,N813WM,Silver Air,0,Tegucigalpa-Toncontin Airport (TGU),w/o
1079,22 May 2018,Cessna 208B Grand Caravan,PT-FLW,Amazonaves Táxi Aéreo,0,"near Manaus-Aeroclube de Flores Airport, AM",w/o
1080,23 May 2018,Beechcraft 200 Super King Air,N800HA,Titan Drilling,0,Kolwezi Airport (KWZ),sub
1081,23 May 2018,Beechcraft 200 Super King Air,N905GP,Air Katanga,0,Kolwezi Airport (KWZ),min
1082,24 May 2018,Fairchild SA227-AC Metro III,XA-UPP,Aeronaves TSM,0,Saltillo-Plan de Guadalupe International Airport (SLW),sub
1083,30 May 2018,Cessna 208B Grand Caravan,5Y-ETY,Asure Air,0,4 km from Obo-Mission Airstrip,sub
1084,30 May 2018,Cessna 208B Grand Caravan,5X-MRH,"Air Serv Limited, opf UNHAS",0,Kamonia Airstrip,sub
1085,3 Jun 2018,Lockheed C-130H Hercules,7T-WHT,Al Quwwat al-Jawwiya al-Jaza'eriya,1,near Biskra Airport (BSK),w/o
1086,5 Jun 2018,Cessna 208B Grand Caravan,5Y-CAC,Fly-SAX,10,14 km NE of Njabini,w/o
1087,6 Jun 2018,Antonov An-2R,YR-DAX,Aeroserv,0,"Baleni, Galati County",w/o
1088,6 Jun 2018,Cessna 525A CitationJet CJ2+,D-IULI,ProAir,0,Saint Tropez-La Môle Airport (LTT),sub
1089,9 Jun 2018,de Havilland Canada DHC-6 Twin Otter 300,9N-AEV,Tara Air,0,Jumla Airport (JUM),sub
1090,10 Jun 2018,Boeing 777-223ER,N750AN,American Airlines,0,"Decatur, Texas",non
1091,10 Jun 2018,Boeing 737-8AL (WL),N276EA,"Swiftair, opf Smartwings",0,Heraklion-N. Kazantzakis Airport (HER/LGIR),sub
1092,10 Jun 2018,Boeing 787-9 Dreamliner,N826AN,American Airlines,0,near Harbin,non
1093,10 Jun 2018,de Havilland Canada DHC-8-402Q Dash 8,C-FNEN,WestJet Encore,0,"SE of Kamloops, BC",non
1094,10 Jun 2018,Gulfstream G-IV,N450MB,private,0,Panama City Albrook-Marcos A. Gelabert International Airport (PAC),sub
1095,11 Jun 2018,Pilatus Britten-Norman BN-2B-26 Islander,VP-FBM,Falkland Islands Government Air Service - FIGAS,0,Beaver Island Airstrip,sub
1096,11 Jun 2018,Airbus A340-313,D-AIFA,Lufthansa,0,Frankfurt International Airport (FRA/EDDF),sub
1097,12 Jun 2018,Boeing 737-8H4 (WL),N8693A,Southwest Airlines,0,"Phoenix, Arizona",non
1098,14 Jun 2018,McDonnell Douglas MD-83,UR-CPR,Bravo Airways,0,Kyiv-Igor Sikorsky International Airport (IEV),sub
1099,14 Jun 2018,de Havilland Canada DHC-8-202Q Dash 8,P2-ANX,LinkPNG,0,Mendi Airport (MDU),w/o
1100,16 Jun 2018,Embraer ERJ-175LR,N637CZ,"Delta Connection, opb Compass Airlines",0,"Cut Bank, Montana",non
1101,18 Jun 2018,Cessna 208B Grand Caravan,PK-FSL,Spirit Avia Sentosa,0,"6,7 km E of Nabire Airport (NBX)",sub
1102,21 Jun 2018,Embraer ERJ 170LR (ERJ-170-100 LR),N876RW,"Delta Connection, opb Republic Airlines",0,"Columbus-John Glenn International Airport, OH (CMH)",sub
1103,22 Jun 2018,Boeing 737-8JP (WL),LN-DYE,Norwegian,0,Alta Airport (ALF/ENAT),non
1104,22 Jun 2018,de Havilland Canada DHC-6 Twin Otter 300,PK-HVU,Dimonim Air,0,Kenyam Airstrip,min
1105,24 Jun 2018,Boeing 777-346,JA8944,Japan Airlines (JAL),0,over Kurihara City,non
1106,24 Jun 2018,Let L-410UVP,3X-AAK,Eagle Air (Guinea),4,"Souguéta, Kindia",w/o
1107,25 Jun 2018,de Havilland Canada DHC-6 Twin Otter 300,PK-YRU,Trigana Air Service,0,Kenyam Airstrip,min
1108,26 Jun 2018,Ilyushin Il-76,,Islamic Republic of Iran Air Force - IRIAF,0,Damascus International Airport (DAM),w/o
1109,26 Jun 2018,Learjet 60,N57,Federal Aviation Administration - FAA,0,"Salt Lake City International Airport, UT (SLC)",sub
1110,26 Jun 2018,Airbus A330-323,HL8286,Asiana Airlines,0,Seoul-Gimpo (Kimpo) International Airport (SEL),min
1111,26 Jun 2018,Boeing 777-2B5ER,HL7764,Korean Air,0,Seoul-Gimpo (Kimpo) International Airport (SEL),sub
1112,27 Jun 2018,Antonov An-2R,RA-62524,Feniks,0,"Nizhneudinsk, Irkutsk region",sub
1113,30 Jun 2018,Airbus A330-323,N278AY,American Airlines,0,"120 nm NE of Gander, NL",non
1114,30 Jun 2018,IRMA/Pilatus Britten-Norman BN-2A-26 Islander,V3-HFB,Maya Island Air,0,San Pedro Airport (SPR),sub
1115,30 Jun 2018,Cessna 208 Caravan I,,,0,Illertissen,min
1116,4 Jul 2018,Cessna 208B Grand Caravan,N208EE,Air Choice One,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
1117,5 Jul 2018,Dornier 228-202,VH-VJN,GAM - General Aviation Maintenance,0,"Thangool Airport, QLD (THG)",sub
1118,5 Jul 2018,Cessna 208B Grand Caravan,5Y-BUC,Flex Air Charters,0,"1,2 km from Padek Airstrip",sub
1119,6 Jul 2018,ATR 72-600 (72-212A),CS-DJG,"TAP Express, opb White Airways",0,Fez-Sais Airport (FEZ),sub
1120,9 Jul 2018,ATR 72-600 (72-212A),CN-COH,RAM Express,0,"2,6 km N off Al Hoceima-Charif Al Idrissi Airport (AHU)",sub
